Level,Frequent_itemset,Frequent_item_set_seen_in,Yes_case_count,No_case_count,Total,Yes_percentage
4,city=Hyderabad && estimated_usage_bins=LTE_1_HOUR && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,243.4,269.5,9.677
4,city=Hyderabad && source=ios && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,243.4,269.5,9.677
4,city=Mumbai && pickUpHourOfDay=EARLY && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,243.4,269.5,9.677
4,city=Pune && sla=Scheduled && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_5,no,26.1,243.4,269.5,9.677
4,dayType=WEEKEND && pickUpHourOfDay=EARLY && source=android && tripOutcome=good,no,26.1,243.4,269.5,9.677
4,estimated_usage_bins=GT_1_LTE_2_HOURS && pickUpHourOfDay=AFTERNOON && source=ios && tripOutcome=good,no,26.1,243.4,269.5,9.677
4,estimated_usage_bins=LTE_1_HOUR && tripOutcome=good && zone=141 && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,243.4,269.5,9.677
4,pickUpHourOfDay=EVENING && source=android && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_5,no,26.1,243.4,269.5,9.677
4,sla=Scheduled && source=android && tripOutcome=good && zone=217,no,26.1,243.4,269.5,9.677
4,booking_type=one_way_trip && city=Chennai && dayType=NORMAL_WEEKDAY && sla=Scheduled,no,26.1,244.7,270.7,9.633
4,booking_type=round_trip && estimated_usage_bins=GT_4_LTE_6_HOURS && pickUpHourOfDay=MORNING && sla=Scheduled,no,26.1,244.7,270.7,9.633
4,city=Bangalore && estimated_usage_bins=GT_4_LTE_6_HOURS && sla=Scheduled && source=ios,no,26.1,244.7,270.7,9.633
4,city=Bangalore && sla=Scheduled && source=android && zone=217,no,26.1,244.7,270.7,9.633
4,city=Bangalore && sla=Scheduled && source=ios && zone=217,no,26.1,244.7,270.7,9.633
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_4_LTE_6_HOURS && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,244.7,270.7,9.633
4,dayType=WEEKEND && pickUpHourOfDay=MORNING && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,244.7,270.7,9.633
4,sla=Scheduled && source=android && zone=217 && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,244.7,270.7,9.633
4,sla=Scheduled && source=ios && zone=217 && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,244.7,270.7,9.633
4,city=Bangalore && dayType=WEEKEND && pickUpHourOfDay=EVENING && sla=Scheduled,both,35.0,328.6,363.5,9.615
4,city=Bangalore && dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_3_LTE_4_HOURS && pickUpHourOfDay=MORNING,no,26.1,245.2,271.3,9.613
4,city=Bangalore && dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_3_LTE_4_HOURS && source=ios,no,26.1,245.2,271.3,9.613
4,city=Mumbai && dayType=NORMAL_WEEKDAY && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_1,both,59.4,559.2,618.7,9.605
4,city=Bangalore && estimated_usage_bins=GT_3_LTE_4_HOURS && pickUpHourOfDay=AFTERNOON && sla=Scheduled,both,41.9,395.0,436.9,9.600
4,city=Bangalore && pickUpHourOfDay=AFTERNOON && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_2,both,48.9,461.4,510.3,9.589
4,booking_type=one_way_trip && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=NIGHT && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,246.1,272.2,9.582
4,booking_type=4hr && city=Bangalore && estimated_usage_bins=GT_3_LTE_4_HOURS && sla=Scheduled,both,94.4,891.3,985.7,9.574
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_1_LTE_2_HOURS && pickUpHourOfDay=AFTERNOON && sla=Scheduled,both,38.4,363.5,401.9,9.565
4,pickUpHourOfDay=AFTERNOON && sla=Scheduled && source=android && zone_demand_popularity=POPULARITY_INDEX_2,both,38.4,363.5,401.9,9.565
4,booking_type=4hr && estimated_usage_bins=GT_3_LTE_4_HOURS && sla=Scheduled && source=android,both,122.3,1156.9,1279.2,9.563
4,booking_type=6hr && dayType=WEEKEND && sla=Scheduled && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,booking_type=one_way_trip && city=Bangalore && pickUpHourOfDay=EARLY && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,booking_type=one_way_trip && pickUpHourOfDay=EARLY && source=ios && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,booking_type=round_trip && estimated_usage_bins=GT_4_LTE_6_HOURS && pickUpHourOfDay=MORNING && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,city=Bangalore && estimated_usage_bins=GT_1_LTE_2_HOURS && pickUpHourOfDay=EVENING && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,city=Bangalore && tripOutcome=good && zone=252 && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,247.0,273.0,9.552
4,city=Chennai && dayType=WEEKEND && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_4,no,26.1,247.0,273.0,9.552
4,city=Mumbai && dayType=FRIDAY && estimated_usage_bins=LTE_1_HOUR && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,city=Mumbai && estimated_usage_bins=GT_2_LTE_3_HOURS && sla=Scheduled && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,city=Mumbai && estimated_usage_bins=GT_3_LTE_4_HOURS && source=android && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,city=Mumbai && pickUpHourOfDay=NIGHT && source=ios && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,city=Mumbai && sla=Scheduled && source=Phone && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_4_LTE_6_HOURS && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,247.0,273.0,9.552
4,dayType=WEEKEND && estimated_usage_bins=GT_3_LTE_4_HOURS && pickUpHourOfDay=MORNING && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,dayType=WEEKEND && pickUpHourOfDay=AFTERNOON && source=ios && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,dayType=WEEKEND && pickUpHourOfDay=MORNING && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,247.0,273.0,9.552
4,dayType=WEEKEND && sla=Scheduled && source=msite && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,estimated_usage_bins=GT_1_LTE_2_HOURS && source=android && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_5,no,26.1,247.0,273.0,9.552
4,estimated_usage_bins=GT_3_LTE_4_HOURS && pickUpHourOfDay=AFTERNOON && source=ios && tripOutcome=good,no,26.1,247.0,273.0,9.552
4,pickUpHourOfDay=EARLY && source=android && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_4,no,26.1,247.0,273.0,9.552
4,pickUpHourOfDay=NIGHT && source=android && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,247.0,273.0,9.552
4,sla=Scheduled && source=ios && tripOutcome=good && zone=217,no,26.1,247.0,273.0,9.552
4,booking_type=round_trip && city=Bangalore && estimated_usage_bins=GT_2_LTE_3_HOURS && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,247.2,273.3,9.543
4,city=Bangalore && pickUpHourOfDay=MORNING && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_4,both,28.0,265.6,293.6,9.524
4,city=Hyderabad && sla=Scheduled && zone=155 && zone_demand_popularity=POPULARITY_INDEX_2,both,28.0,265.6,293.6,9.524
4,booking_type=one_way_trip && city=Bangalore && dayType=NORMAL_WEEKDAY && zone=217,no,26.1,248.0,274.1,9.516
4,booking_type=one_way_trip && dayType=NORMAL_WEEKDAY && zone=217 && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,248.0,274.1,9.516
4,booking_type=round_trip && estimated_usage_bins=GT_4_LTE_6_HOURS && sla=Scheduled && source=android,no,26.1,248.2,274.2,9.510
4,city=Hyderabad && sla=Scheduled && source=android && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,248.2,274.2,9.510
4,city=Mumbai && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=VERYLATE && sla=Scheduled,no,26.1,248.2,274.2,9.510
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_2_LTE_3_HOURS && sla=Scheduled && source=ios,no,26.1,248.2,274.2,9.510
4,booking_type=round_trip && city=Bangalore && pickUpHourOfDay=EVENING && source=android,no,26.1,249.1,275.1,9.479
4,city=Bangalore && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=EVENING && sla=Scheduled,both,73.4,702.5,775.9,9.459
4,booking_type=round_trip && city=Bangalore && sla=Scheduled && source=android,both,94.4,905.3,999.6,9.441
4,booking_type=one_way_trip && pickUpHourOfDay=VERYLATE && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,250.5,276.6,9.430
4,booking_type=outstation && dayType=WEEKEND && sla=Scheduled && tripOutcome=good,no,26.1,250.5,276.6,9.430
4,booking_type=round_trip && city=Hyderabad && pickUpHourOfDay=MORNING && tripOutcome=good,no,26.1,250.5,276.6,9.430
4,booking_type=round_trip && dayType=WEEKEND && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,250.5,276.6,9.430
4,booking_type=round_trip && estimated_usage_bins=GT_6_LTE_8_HOURS && sla=Scheduled && tripOutcome=good,no,26.1,250.5,276.6,9.430
4,city=Bangalore && pickUpHourOfDay=AFTERNOON && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,250.5,276.6,9.430
4,city=Bangalore && tripOutcome=good && zone=251 && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,250.5,276.6,9.430
4,city=Bangalore && tripOutcome=good && zone=256 && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,250.5,276.6,9.430
4,city=Chennai && pickUpHourOfDay=MORNING && sla=Scheduled && tripOutcome=good,no,26.1,250.5,276.6,9.430
4,city=Delhi NCR && source=ios && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_5,no,26.1,250.5,276.6,9.430
4,city=Hyderabad && dayType=WEEKEND && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,250.5,276.6,9.430
4,city=Hyderabad && pickUpHourOfDay=EVENING && source=android && tripOutcome=good,no,26.1,250.5,276.6,9.430
4,dayType=NORMAL_WEEKDAY && source=ios && tripOutcome=good && zone=219,no,26.1,250.5,276.6,9.430
4,estimated_usage_bins=GT_1_LTE_2_HOURS && pickUpHourOfDay=EVENING && source=ios && tripOutcome=good,no,26.1,250.5,276.6,9.430
4,estimated_usage_bins=GT_3_LTE_4_HOURS && pickUpHourOfDay=EARLY && sla=Scheduled && tripOutcome=good,no,26.1,250.5,276.6,9.430
4,estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,250.5,276.6,9.430
4,pickUpHourOfDay=VERYLATE && sla=Scheduled && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,250.5,276.6,9.430
4,booking_type=one_way_trip && city=Mumbai && estimated_usage_bins=LTE_1_HOUR && zone_demand_popularity=POPULARITY_INDEX_1,both,39.8,383.2,423.0,9.417
4,city=Bangalore && dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_3_LTE_4_HOURS && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,250.9,277.0,9.416
4,estimated_usage_bins=GT_3_LTE_4_HOURS && sla=Scheduled && source=android && zone_demand_popularity=POPULARITY_INDEX_3,both,38.4,370.5,408.9,9.402
4,booking_type=one_way_trip && city=Mumbai && sla=Scheduled && zone=445,no,26.1,251.7,277.7,9.390
4,booking_type=one_way_trip && sla=Scheduled && zone=445 && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,251.7,277.7,9.390
4,city=Bangalore && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=VERYLATE && sla=Scheduled,no,26.1,251.7,277.7,9.390
4,city=Delhi NCR && pickUpHourOfDay=MORNING && sla=Scheduled && source=ios,no,26.1,251.7,277.7,9.390
4,dayType=WEEKEND && estimated_usage_bins=GT_3_LTE_4_HOURS && pickUpHourOfDay=MORNING && sla=Scheduled,no,26.1,251.7,277.7,9.390
4,estimated_usage_bins=NOT_SPECIFIED && pickUpHourOfDay=MORNING && sla=Scheduled && source=Phone,no,26.1,251.7,277.7,9.390
4,booking_type=4hr && estimated_usage_bins=GT_3_LTE_4_HOURS && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_4,both,41.9,405.4,447.4,9.375
4,city=Bangalore && dayType=NORMAL_WEEKDAY && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE,no,26.1,252.3,278.4,9.369
4,city=Bangalore && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=EVENING && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,252.8,278.9,9.353
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_3_LTE_4_HOURS && sla=Scheduled && source=android,both,80.4,779.4,859.8,9.350
4,booking_type=round_trip && dayType=NORMAL_WEEKDAY && source=android && zone_demand_popularity=POPULARITY_INDEX_3,both,26.4,256.5,283.0,9.333
4,booking_type=one_way_trip && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=EVENING && source=ios,both,28.5,276.9,305.4,9.317
4,booking_type=4hr && city=Hyderabad && estimated_usage_bins=GT_3_LTE_4_HOURS && tripOutcome=good,no,26.1,254.0,280.1,9.311
4,booking_type=4hr && city=Mumbai && dayType=NORMAL_WEEKDAY && tripOutcome=good,no,26.1,254.0,280.1,9.311
4,booking_type=4hr && pickUpHourOfDay=EVENING && source=android && tripOutcome=good,no,26.1,254.0,280.1,9.311
4,booking_type=one_way_trip && dayType=FRIDAY && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,254.0,280.1,9.311
4,booking_type=one_way_trip && estimated_usage_bins=GT_1_LTE_2_HOURS && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_4,no,26.1,254.0,280.1,9.311
4,booking_type=one_way_trip && sla=Scheduled && tripOutcome=good && zone=141,no,26.1,254.0,280.1,9.311
4,booking_type=one_way_trip && sla=Scheduled && tripOutcome=good && zone=445,no,26.1,254.0,280.1,9.311
4,city=Bangalore && source=ios && tripOutcome=good && zone=216,no,26.1,254.0,280.1,9.311
4,city=Delhi NCR && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=EARLY && tripOutcome=good,no,26.1,254.0,280.1,9.311
4,city=Mumbai && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=VERYLATE && tripOutcome=good,no,26.1,254.0,280.1,9.311
4,city=Mumbai && estimated_usage_bins=GT_3_LTE_4_HOURS && source=ios && tripOutcome=good,no,26.1,254.0,280.1,9.311
4,city=Mumbai && pickUpHourOfDay=EARLY && source=android && tripOutcome=good,no,26.1,254.0,280.1,9.311
4,estimated_usage_bins=GT_4_LTE_6_HOURS && sla=Scheduled && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_5,no,26.1,254.0,280.1,9.311
4,estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && tripOutcome=good && zone=219,no,26.1,254.0,280.1,9.311
4,estimated_usage_bins=NOT_SPECIFIED && pickUpHourOfDay=MORNING && source=Phone && tripOutcome=good,no,26.1,254.0,280.1,9.311
4,pickUpHourOfDay=EVENING && source=ios && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,254.0,280.1,9.311
4,pickUpHourOfDay=MORNING && source=android && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_5,no,26.1,254.0,280.1,9.311
4,source=ios && tripOutcome=good && zone=216 && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,254.0,280.1,9.311
4,booking_type=one_way_trip && city=Bangalore && pickUpHourOfDay=NIGHT && sla=Scheduled,both,83.9,817.9,901.8,9.302
4,city=Bangalore && dayType=NORMAL_WEEKDAY && sla=Scheduled && source=ios,both,157.3,1537.9,1695.2,9.278
4,city=Bangalore && estimated_usage_bins=GT_2_LTE_3_HOURS && sla=Scheduled && source=android,no,26.1,255.2,281.2,9.274
4,city=Bangalore && pickUpHourOfDay=AFTERNOON && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,255.2,281.2,9.274
4,pickUpHourOfDay=EVENING && sla=Scheduled && source=ios && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,255.2,281.2,9.274
4,pickUpHourOfDay=MORNING && sla=Scheduled && source=android && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,255.2,281.2,9.274
4,booking_type=round_trip && city=Bangalore && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_2,both,83.9,821.4,905.3,9.266
4,booking_type=one_way_trip && city=Mumbai && dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_1_LTE_2_HOURS,no,26.1,255.6,281.7,9.260
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_3,both,73.4,720.0,793.4,9.251
4,booking_type=one_way_trip && estimated_usage_bins=LTE_1_HOUR && sla=Immediate && source=ios,no,26.1,256.1,282.2,9.243
4,booking_type=round_trip && city=Bangalore && pickUpHourOfDay=AFTERNOON && sla=Scheduled,both,59.4,583.7,643.1,9.239
4,booking_type=round_trip && dayType=NORMAL_WEEKDAY && source=android && zone_demand_popularity=POPULARITY_INDEX_4,both,34.0,333.9,367.8,9.231
4,booking_type=4hr && dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_3_LTE_4_HOURS && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,256.5,282.6,9.228
4,city=Mumbai && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=MORNING && source=ios,no,26.1,256.5,282.6,9.228
4,booking_type=6hr && pickUpHourOfDay=AFTERNOON && sla=Scheduled && tripOutcome=good,no,26.1,257.5,283.6,9.196
4,booking_type=8hr && city=Mumbai && sla=Scheduled && tripOutcome=good,no,26.1,257.5,283.6,9.196
4,booking_type=one_way_trip && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=AFTERNOON && tripOutcome=good,no,26.1,257.5,283.6,9.196
4,booking_type=round_trip && city=Mumbai && estimated_usage_bins=GT_1_LTE_2_HOURS && tripOutcome=good,no,26.1,257.5,283.6,9.196
4,booking_type=round_trip && estimated_usage_bins=GT_4_LTE_6_HOURS && source=android && tripOutcome=good,no,26.1,257.5,283.6,9.196
4,booking_type=round_trip && pickUpHourOfDay=MORNING && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,257.5,283.6,9.196
4,booking_type=round_trip && source=ios && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,257.5,283.6,9.196
4,city=Bangalore && estimated_usage_bins=GT_3_LTE_4_HOURS && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,257.5,283.6,9.196
4,city=Bangalore && estimated_usage_bins=GT_4_LTE_6_HOURS && source=ios && tripOutcome=good,no,26.1,257.5,283.6,9.196
4,city=Chennai && source=ios && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_4,no,26.1,257.5,283.6,9.196
4,city=Mumbai && dayType=FRIDAY && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,257.5,283.6,9.196
4,dayType=FRIDAY && pickUpHourOfDay=EVENING && source=android && tripOutcome=good,no,26.1,257.5,283.6,9.196
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_2_LTE_3_HOURS && source=ios && tripOutcome=good,no,26.1,257.5,283.6,9.196
4,estimated_usage_bins=GT_1_LTE_2_HOURS && source=ios && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,257.5,283.6,9.196
4,estimated_usage_bins=GT_8_HOURS && sla=Scheduled && source=ios && tripOutcome=good,no,26.1,257.5,283.6,9.196
4,estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_4,no,26.1,257.5,283.6,9.196
4,city=Bangalore && dayType=NORMAL_WEEKDAY && sla=Scheduled && source=android,both,195.7,1932.9,2128.6,9.195
4,city=Chennai && dayType=NORMAL_WEEKDAY && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,both,28.0,276.1,304.1,9.195
4,booking_type=round_trip && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=MORNING && sla=Scheduled,both,90.9,898.3,989.1,9.187
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=LATENIGHT && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,258.0,284.1,9.181
4,booking_type=round_trip && dayType=NORMAL_WEEKDAY && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_1,both,38.4,381.0,419.4,9.167
4,booking_type=4hr && estimated_usage_bins=NOT_SPECIFIED && sla=Scheduled && source=Phone,no,26.1,258.6,284.7,9.160
4,booking_type=6hr && city=Bangalore && estimated_usage_bins=GT_4_LTE_6_HOURS && sla=Scheduled,no,26.1,258.6,284.7,9.160
4,booking_type=6hr && estimated_usage_bins=GT_4_LTE_6_HOURS && sla=Scheduled && source=android,both,41.9,415.9,457.9,9.160
4,booking_type=round_trip && pickUpHourOfDay=MORNING && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,258.6,284.7,9.160
4,city=Bangalore && estimated_usage_bins=GT_2_LTE_3_HOURS && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,258.6,284.7,9.160
4,city=Bangalore && estimated_usage_bins=GT_3_LTE_4_HOURS && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,258.6,284.7,9.160
4,city=Mumbai && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=NIGHT && sla=Scheduled,no,26.1,258.6,284.7,9.160
4,city=Bangalore && pickUpHourOfDay=MORNING && sla=Scheduled && source=ios,both,52.4,520.8,573.2,9.146
4,booking_type=one_way_trip && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=NIGHT && sla=Immediate,no,26.1,259.9,285.9,9.121
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && source=android,no,26.1,259.9,285.9,9.121
4,city=Bangalore && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=AFTERNOON && source=ios,no,26.1,260.3,286.4,9.106
4,booking_type=round_trip && dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_1_LTE_2_HOURS && source=ios,both,30.2,301.8,332.0,9.091
4,city=Mumbai && pickUpHourOfDay=MORNING && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_3,both,31.5,314.6,346.0,9.091
4,booking_type=4hr && city=Hyderabad && sla=Scheduled && tripOutcome=good,no,26.1,261.1,287.1,9.083
4,booking_type=4hr && estimated_usage_bins=NOT_SPECIFIED && source=Phone && tripOutcome=good,no,26.1,261.1,287.1,9.083
4,booking_type=one_way_trip && city=Mumbai && tripOutcome=good && zone=445,no,26.1,261.1,287.1,9.083
4,booking_type=one_way_trip && pickUpHourOfDay=AFTERNOON && source=android && tripOutcome=good,no,26.1,261.1,287.1,9.083
4,booking_type=one_way_trip && tripOutcome=good && zone=445 && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,261.1,287.1,9.083
4,booking_type=round_trip && city=Mumbai && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,261.1,287.1,9.083
4,booking_type=round_trip && dayType=WEEKEND && estimated_usage_bins=GT_2_LTE_3_HOURS && tripOutcome=good,no,26.1,261.1,287.1,9.083
4,city=Bangalore && dayType=WEEKEND && estimated_usage_bins=GT_1_LTE_2_HOURS && tripOutcome=good,no,26.1,261.1,287.1,9.083
4,city=Hyderabad && source=android && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_2,no,26.1,261.1,287.1,9.083
4,city=Hyderabad && source=android && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_4,no,26.1,261.1,287.1,9.083
4,dayType=FRIDAY && source=android && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_4,no,26.1,261.1,287.1,9.083
4,dayType=WEEKEND && pickUpHourOfDay=NIGHT && source=ios && tripOutcome=good,no,26.1,261.1,287.1,9.083
4,estimated_usage_bins=GT_6_LTE_8_HOURS && sla=Scheduled && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,261.1,287.1,9.083
4,estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && source=msite && tripOutcome=good,no,26.1,261.1,287.1,9.083
4,estimated_usage_bins=NOT_SPECIFIED && sla=Scheduled && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,261.1,287.1,9.083
4,pickUpHourOfDay=VERYLATE && sla=Scheduled && tripOutcome=good && zone=219,no,26.1,261.1,287.1,9.083
4,booking_type=4hr && city=Delhi NCR && estimated_usage_bins=GT_3_LTE_4_HOURS && sla=Scheduled,no,26.1,262.1,288.2,9.049
4,booking_type=4hr && pickUpHourOfDay=MORNING && sla=Scheduled && source=ios,no,26.1,262.1,288.2,9.049
4,estimated_usage_bins=GT_4_LTE_6_HOURS && pickUpHourOfDay=MORNING && sla=Scheduled && source=ios,no,26.1,262.1,288.2,9.049
4,pickUpHourOfDay=NIGHT && sla=Scheduled && source=android && zone_demand_popularity=POPULARITY_INDEX_1,no,26.1,262.1,288.2,9.049
4,booking_type=one_way_trip && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=NIGHT && zone_demand_popularity=POPULARITY_INDEX_2,both,28.5,286.4,314.9,9.036
4,booking_type=round_trip && city=Bangalore && estimated_usage_bins=GT_2_LTE_3_HOURS && source=android,no,26.1,263.9,290.0,8.993
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=GT_3_LTE_4_HOURS && pickUpHourOfDay=AFTERNOON && source=android,no,26.1,264.1,290.2,8.988
4,booking_type=one_way_trip && city=Mumbai && dayType=NORMAL_WEEKDAY && source=android,both,56.8,575.5,632.3,8.982
4,booking_type=one_way_trip && city=Mumbai && source=android && zone_demand_popularity=POPULARITY_INDEX_1,both,26.5,268.8,295.3,8.974
4,booking_type=4hr && estimated_usage_bins=NOT_SPECIFIED && sla=Scheduled && tripOutcome=good,no,26.1,264.6,290.7,8.972
4,booking_type=4hr && pickUpHourOfDay=MORNING && source=ios && tripOutcome=good,no,26.1,264.6,290.7,8.972
4,booking_type=4hr && sla=Scheduled && source=Phone && tripOutcome=good,no,26.1,264.6,290.7,8.972
4,booking_type=one_way_trip && dayType=NORMAL_WEEKDAY && tripOutcome=good && zone=217,no,26.1,264.6,290.7,8.972
4,booking_type=one_way_trip && estimated_usage_bins=GT_1_LTE_2_HOURS && tripOutcome=good && zone_demand_popularity=POPULARITY_INDEX_3,no,26.1,264.6,290.7,8.972
4,booking_type=one_way_trip && pickUpHourOfDay=NIGHT && tripOutcome=good && zone=219,no,26.1,264.6,290.7,8.972
4,booking_type=round_trip && city=Bangalore && dayType=FRIDAY && tripOutcome=good,no,26.1,264.6,290.7,8.972
