Level,Frequent_itemset,Frequent_item_set_seen_in,Yes_case_count,No_case_count,Total,Yes_percentage
4,dayType=WEEKEND && pickUpHourOfDay=VERYLATE && sla=Scheduled && source=android,both,174.8,447.4,622.1,28.090
4,city=Hyderabad && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=LATENIGHT && sla=Scheduled,yes,69.9,179.4,249.3,28.037
4,dayType=FRIDAY && pickUpHourOfDay=LATENIGHT && sla=Scheduled && source=android,yes,69.9,179.4,249.3,28.037
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,both,104.9,269.1,374.0,28.037
4,city=Bangalore && dayType=NORMAL_WEEKDAY && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=EARLY,both,70.2,180.2,250.4,28.030
4,city=Mumbai && sla=Scheduled && source=android && zone_demand_popularity=POPULARITY_INDEX_5,both,87.4,227.2,314.6,27.778
4,dayType=WEEKEND && pickUpHourOfDay=VERYLATE && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,yes,69.0,179.4,248.4,27.775
4,booking_type=one_way_trip && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && source=ios,both,183.6,488.4,672.1,27.324
4,city=Bangalore && sla=Scheduled && zone=221 && zone_demand_popularity=POPULARITY_INDEX_2,both,76.9,206.2,283.1,27.160
4,booking_type=one_way_trip && city=Delhi NCR && pickUpHourOfDay=VERYLATE && sla=Scheduled,yes,66.4,179.4,245.8,27.014
4,booking_type=one_way_trip && city=Delhi NCR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,yes,66.4,179.4,245.8,27.014
4,booking_type=one_way_trip && dayType=WEEKEND && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,yes,66.4,179.4,245.8,27.014
4,dayType=FRIDAY && pickUpHourOfDay=LATENIGHT && sla=Scheduled && source=ios,yes,66.4,179.4,245.8,27.014
4,dayType=WEEKEND && pickUpHourOfDay=VERYLATE && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_2,yes,66.4,179.4,245.8,27.014
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && zone=219,yes,66.4,179.4,245.8,27.008
4,booking_type=one_way_trip && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && zone_demand_popularity=POPULARITY_INDEX_4,yes,66.3,179.4,245.7,26.970
4,dayType=WEEKEND && pickUpHourOfDay=VERYLATE && sla=Scheduled && source=ios,both,167.8,454.4,622.1,26.966
4,booking_type=one_way_trip && city=Hyderabad && sla=Scheduled && source=android,both,125.8,342.5,468.4,26.866
4,booking_type=one_way_trip && city=Hyderabad && sla=Scheduled && zone=141,both,94.4,258.6,353.0,26.733
4,booking_type=one_way_trip && city=Hyderabad && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_1,both,94.4,258.6,353.0,26.733
4,booking_type=one_way_trip && sla=Scheduled && zone=141 && zone_demand_popularity=POPULARITY_INDEX_1,both,94.4,258.6,353.0,26.733
4,booking_type=one_way_trip && city=Bangalore && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=EARLY,both,68.2,187.4,255.6,26.667
4,city=Bangalore && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && source=ios,both,89.2,245.3,334.6,26.667
4,booking_type=one_way_trip && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone=141,both,73.4,202.7,276.1,26.582
4,booking_type=one_way_trip && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && source=android,both,151.4,418.4,569.8,26.578
4,booking_type=one_way_trip && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && sla=Scheduled,both,321.6,891.3,1212.8,26.513
4,booking_type=one_way_trip && city=Bangalore && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=MORNING,both,68.3,189.7,258.0,26.471
4,booking_type=one_way_trip && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && zone=219,both,91.0,254.2,345.2,26.374
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && source=android,both,136.6,381.3,517.8,26.374
4,booking_type=one_way_trip && pickUpHourOfDay=LATENIGHT && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_4,both,69.9,195.7,265.6,26.316
4,booking_type=one_way_trip && dayType=NORMAL_WEEKDAY && estimated_usage_bins=LTE_1_HOUR && zone_demand_popularity=POPULARITY_INDEX_5,both,89.2,250.4,339.5,26.257
4,dayType=WEEKEND && sla=Scheduled && source=android && zone_demand_popularity=POPULARITY_INDEX_5,both,97.9,276.1,374.0,26.168
4,city=Bangalore && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && zone=219,both,91.0,258.0,349.0,26.087
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,both,91.0,258.0,349.0,26.087
4,booking_type=one_way_trip && city=Hyderabad && pickUpHourOfDay=VERYLATE && sla=Scheduled,yes,62.9,179.4,242.3,25.961
4,booking_type=round_trip && pickUpHourOfDay=EVENING && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,yes,62.9,179.4,242.3,25.961
4,dayType=WEEKEND && pickUpHourOfDay=VERYLATE && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_3,yes,62.9,179.4,242.3,25.961
4,booking_type=one_way_trip && city=Bangalore && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=MORNING,both,79.5,227.2,306.7,25.926
4,booking_type=one_way_trip && dayType=WEEKEND && sla=Scheduled && zone=219,both,97.9,279.6,377.5,25.926
4,booking_type=one_way_trip && city=Hyderabad && dayType=WEEKEND && sla=Scheduled,both,101.4,290.1,391.5,25.893
4,booking_type=one_way_trip && city=Hyderabad && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled,both,206.2,590.7,796.9,25.877
4,booking_type=one_way_trip && city=Hyderabad && sla=Scheduled && source=ios,both,108.4,311.1,419.4,25.833
4,booking_type=one_way_trip && dayType=FRIDAY && pickUpHourOfDay=LATENIGHT && source=ios,yes,62.5,179.4,241.9,25.826
4,dayType=WEEKEND && pickUpHourOfDay=VERYLATE && source=ios && zone_demand_popularity=POPULARITY_INDEX_1,both,81.0,234.0,315.0,25.714
4,city=Bangalore && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE,both,144.2,417.3,561.5,25.676
4,booking_type=one_way_trip && city=Bangalore && dayType=WEEKEND && zone=219,both,100.3,291.5,391.9,25.604
4,booking_type=one_way_trip && city=Mumbai && dayType=WEEKEND && pickUpHourOfDay=VERYLATE,both,100.3,291.5,391.9,25.604
4,booking_type=one_way_trip && dayType=WEEKEND && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,both,100.3,291.5,391.9,25.604
4,booking_type=one_way_trip && city=Hyderabad && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR,both,85.4,248.5,333.8,25.568
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && source=ios,both,142.3,417.3,559.6,25.424
4,booking_type=one_way_trip && city=Bangalore && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=EARLY,both,68.3,201.1,269.4,25.352
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && sla=Scheduled,both,269.1,793.4,1062.5,25.329
4,booking_type=one_way_trip && city=Hyderabad && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=LATENIGHT,yes,60.7,179.4,240.1,25.279
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone=219,both,83.9,248.2,332.0,25.263
4,booking_type=one_way_trip && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE,both,280.7,830.8,1111.6,25.256
4,city=Bangalore && pickUpHourOfDay=VERYLATE && sla=Scheduled && zone=219,both,87.4,258.6,346.0,25.253
4,pickUpHourOfDay=VERYLATE && sla=Scheduled && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,both,87.4,258.6,346.0,25.253
4,city=Hyderabad && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled,both,90.9,269.1,360.0,25.243
4,booking_type=one_way_trip && city=Bangalore && pickUpHourOfDay=MORNING && zone_demand_popularity=POPULARITY_INDEX_2,yes,60.6,179.4,240.0,25.241
4,booking_type=one_way_trip && dayType=WEEKEND && estimated_usage_bins=GT_1_LTE_2_HOURS && source=ios,yes,60.6,179.4,240.0,25.241
4,booking_type=one_way_trip && city=Bangalore && dayType=WEEKEND && pickUpHourOfDay=VERYLATE,both,153.3,454.3,607.7,25.234
4,booking_type=one_way_trip && pickUpHourOfDay=VERYLATE && sla=Scheduled && zone=219,both,83.9,251.7,335.5,25.000
4,city=Hyderabad && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone=141,both,73.4,220.2,293.6,25.000
4,city=Hyderabad && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_1,both,73.4,220.2,293.6,25.000
4,estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone=141 && zone_demand_popularity=POPULARITY_INDEX_1,both,73.4,220.2,293.6,25.000
4,booking_type=one_way_trip && pickUpHourOfDay=EVENING && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,yes,59.4,179.4,238.8,24.878
4,booking_type=one_way_trip && pickUpHourOfDay=MORNING && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_2,yes,59.4,179.4,238.8,24.878
4,city=Bangalore && dayType=FRIDAY && pickUpHourOfDay=LATENIGHT && sla=Scheduled,yes,59.4,179.4,238.8,24.878
4,city=Hyderabad && dayType=WEEKEND && sla=Scheduled && zone=141,yes,59.4,179.4,238.8,24.878
4,city=Hyderabad && dayType=WEEKEND && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_1,yes,59.4,179.4,238.8,24.878
4,city=Pune && dayType=NORMAL_WEEKDAY && sla=Scheduled && source=android,yes,59.4,179.4,238.8,24.878
4,city=Pune && pickUpHourOfDay=EVENING && sla=Scheduled && source=android,yes,59.4,179.4,238.8,24.878
4,city=Pune && pickUpHourOfDay=EVENING && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,yes,59.4,179.4,238.8,24.878
4,dayType=WEEKEND && sla=Scheduled && zone=141 && zone_demand_popularity=POPULARITY_INDEX_1,yes,59.4,179.4,238.8,24.878
4,estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=EVENING && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,yes,59.4,179.4,238.8,24.878
4,city=Hyderabad && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && source=android,both,125.8,381.0,506.8,24.828
4,city=Bangalore && dayType=WEEKEND && sla=Scheduled && zone=219,both,104.9,318.1,422.9,24.793
4,dayType=WEEKEND && sla=Scheduled && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,both,104.9,318.1,422.9,24.793
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_3,both,101.4,307.6,408.9,24.786
4,booking_type=one_way_trip && city=Delhi NCR && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE,yes,58.8,179.4,238.2,24.684
4,booking_type=one_way_trip && city=Delhi NCR && sla=Scheduled && source=ios,both,66.4,202.7,269.1,24.675
4,city=Mumbai && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && sla=Scheduled,both,94.4,290.1,384.5,24.545
4,booking_type=one_way_trip && dayType=WEEKEND && pickUpHourOfDay=LATENIGHT && source=android,both,58.7,181.7,240.4,24.409
4,booking_type=one_way_trip && dayType=WEEKEND && source=android && zone_demand_popularity=POPULARITY_INDEX_4,both,71.9,223.4,295.3,24.359
4,city=Bangalore && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && sla=Scheduled,both,150.3,468.4,618.7,24.294
4,dayType=WEEKEND && pickUpHourOfDay=AFTERNOON && sla=Scheduled && source=ios,both,76.9,241.2,318.1,24.176
4,booking_type=one_way_trip && city=Delhi NCR && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR,yes,56.9,179.4,236.3,24.079
4,booking_type=one_way_trip && dayType=NORMAL_WEEKDAY && pickUpHourOfDay=MORNING && zone_demand_popularity=POPULARITY_INDEX_2,yes,56.8,179.4,236.2,24.043
4,booking_type=one_way_trip && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && zone_demand_popularity=POPULARITY_INDEX_2,yes,56.8,179.4,236.2,24.043
4,booking_type=one_way_trip && dayType=WEEKEND && source=ios && zone=219,yes,56.8,179.4,236.2,24.043
4,booking_type=one_way_trip && pickUpHourOfDay=VERYLATE && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_2,both,73.4,234.2,307.6,23.864
4,estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && sla=Scheduled && zone=219,both,73.4,234.2,307.6,23.864
4,booking_type=one_way_trip && city=Delhi NCR && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled,both,125.8,401.9,527.8,23.841
4,city=Mumbai && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE,both,74.0,237.1,311.1,23.780
4,booking_type=one_way_trip && city=Delhi NCR && sla=Scheduled && source=android,both,101.4,325.1,426.4,23.770
4,booking_type=one_way_trip && city=Delhi NCR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_4,yes,55.9,179.4,235.3,23.762
4,booking_type=one_way_trip && city=Hyderabad && dayType=FRIDAY && sla=Scheduled,yes,55.9,179.4,235.3,23.762
4,city=Delhi NCR && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled,yes,55.9,179.4,235.3,23.762
4,city=Hyderabad && sla=Scheduled && source=ios && zone=141,yes,55.9,179.4,235.3,23.762
4,city=Hyderabad && sla=Scheduled && source=ios && zone_demand_popularity=POPULARITY_INDEX_1,yes,55.9,179.4,235.3,23.762
4,dayType=WEEKEND && pickUpHourOfDay=VERYLATE && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_4,yes,55.9,179.4,235.3,23.762
4,pickUpHourOfDay=VERYLATE && sla=Scheduled && source=ios && zone=219,yes,55.9,179.4,235.3,23.762
4,sla=Scheduled && source=ios && zone=141 && zone_demand_popularity=POPULARITY_INDEX_1,yes,55.9,179.4,235.3,23.762
4,dayType=FRIDAY && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_2,both,66.4,213.2,279.6,23.750
4,city=Bangalore && pickUpHourOfDay=VERYLATE && source=ios && zone=219,yes,55.8,179.4,235.2,23.710
4,booking_type=one_way_trip && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && zone_demand_popularity=POPULARITY_INDEX_3,both,60.6,195.0,255.6,23.704
4,booking_type=one_way_trip && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && zone_demand_popularity=POPULARITY_INDEX_4,both,72.1,233.3,305.4,23.602
4,estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=LATENIGHT && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_2,both,55.9,181.8,237.7,23.529
4,city=Bangalore && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=MORNING && zone_demand_popularity=POPULARITY_INDEX_2,yes,55.0,179.4,234.4,23.465
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=LATENIGHT && source=android,yes,55.0,179.4,234.4,23.465
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && zone_demand_popularity=POPULARITY_INDEX_4,yes,55.0,179.4,234.4,23.465
4,city=Bangalore && dayType=WEEKEND && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,both,105.9,345.7,451.7,23.457
4,booking_type=one_way_trip && city=Bangalore && dayType=FRIDAY && pickUpHourOfDay=LATENIGHT,yes,54.9,179.4,234.3,23.429
4,booking_type=one_way_trip && city=Bangalore && estimated_usage_bins=LTE_1_HOUR && zone_demand_popularity=POPULARITY_INDEX_4,both,77.8,254.2,331.9,23.429
4,booking_type=one_way_trip && pickUpHourOfDay=VERYLATE && source=ios && zone=219,yes,54.9,179.4,234.3,23.429
4,booking_type=one_way_trip && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=LATENIGHT && zone_demand_popularity=POPULARITY_INDEX_2,both,55.0,180.2,235.2,23.387
4,dayType=NORMAL_WEEKDAY && pickUpHourOfDay=EVENING && source=android && zone_demand_popularity=POPULARITY_INDEX_5,yes,54.7,179.4,234.1,23.365
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && zone_demand_popularity=POPULARITY_INDEX_1,both,119.5,392.6,512.2,23.333
4,city=Bangalore && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && source=android,both,68.8,226.8,295.5,23.270
4,city=Bangalore && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && zone_demand_popularity=POPULARITY_INDEX_1,both,104.1,343.9,447.9,23.237
4,booking_type=one_way_trip && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && zone=219,both,74.0,244.7,318.7,23.214
4,booking_type=one_way_trip && dayType=NORMAL_WEEKDAY && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,both,101.4,335.5,436.9,23.200
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && source=ios && zone_demand_popularity=POPULARITY_INDEX_3,both,55.0,182.1,237.1,23.200
4,dayType=WEEKEND && pickUpHourOfDay=VERYLATE && source=ios && zone_demand_popularity=POPULARITY_INDEX_4,yes,54.0,179.4,233.4,23.134
4,booking_type=one_way_trip && city=Bangalore && pickUpHourOfDay=VERYLATE && zone=219,both,81.4,270.7,352.1,23.118
4,booking_type=one_way_trip && pickUpHourOfDay=VERYLATE && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,both,81.4,270.7,352.1,23.118
4,dayType=NORMAL_WEEKDAY && sla=Scheduled && source=android && zone_demand_popularity=POPULARITY_INDEX_5,both,181.8,604.7,786.4,23.111
4,dayType=WEEKEND && source=ios && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,both,58.0,193.0,251.0,23.108
4,city=Bangalore && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && zone=219,both,74.0,246.6,320.6,23.077
4,estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,both,74.0,246.6,320.6,23.077
4,city=Hyderabad && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_3,both,69.9,234.2,304.1,22.989
4,estimated_usage_bins=GT_1_LTE_2_HOURS && sla=Scheduled && source=android && zone_demand_popularity=POPULARITY_INDEX_5,both,66.4,223.7,290.1,22.892
4,booking_type=one_way_trip && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && zone_demand_popularity=POPULARITY_INDEX_1,both,132.5,446.8,579.3,22.876
4,city=Bangalore && dayType=FRIDAY && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=LATENIGHT,yes,53.1,179.4,232.5,22.840
4,dayType=NORMAL_WEEKDAY && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=MORNING && zone_demand_popularity=POPULARITY_INDEX_2,yes,53.1,179.4,232.5,22.840
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && source=ios && zone=219,yes,53.1,179.4,232.5,22.840
4,city=Bangalore && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_4,both,73.4,248.2,321.6,22.826
4,booking_type=one_way_trip && city=Bangalore && source=android && zone_demand_popularity=POPULARITY_INDEX_4,yes,53.0,179.4,232.4,22.806
4,booking_type=one_way_trip && city=Delhi NCR && dayType=WEEKEND && pickUpHourOfDay=VERYLATE,yes,53.0,179.4,232.4,22.806
4,city=Bangalore && pickUpHourOfDay=VERYLATE && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,both,81.8,276.9,358.7,22.798
4,city=Bangalore && dayType=WEEKEND && source=ios && zone=219,both,57.6,195.2,252.8,22.794
4,booking_type=one_way_trip && pickUpHourOfDay=VERYLATE && sla=Scheduled && source=ios,both,230.7,782.9,1013.6,22.759
4,city=Bangalore && dayType=NORMAL_WEEKDAY && zone=221 && zone_demand_popularity=POPULARITY_INDEX_2,yes,52.8,179.4,232.2,22.743
4,booking_type=one_way_trip && dayType=WEEKEND && source=ios && zone_demand_popularity=POPULARITY_INDEX_4,both,56.8,193.1,249.9,22.727
4,estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_4,both,66.4,227.2,293.6,22.619
4,booking_type=one_way_trip && dayType=WEEKEND && sla=Scheduled && zone=141,yes,52.4,179.4,231.9,22.613
4,booking_type=one_way_trip && sla=Scheduled && source=ios && zone=141,yes,52.4,179.4,231.9,22.613
4,booking_type=round_trip && dayType=WEEKEND && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,yes,52.4,179.4,231.9,22.613
4,city=Bangalore && dayType=NORMAL_WEEKDAY && sla=Scheduled && zone=221,yes,52.4,179.4,231.9,22.613
4,city=Delhi NCR && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && sla=Scheduled,yes,52.4,179.4,231.9,22.613
4,city=Delhi NCR && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,yes,52.4,179.4,231.9,22.613
4,city=Hyderabad && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && sla=Scheduled,yes,52.4,179.4,231.9,22.613
4,city=Hyderabad && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && sla=Scheduled,yes,52.4,179.4,231.9,22.613
4,city=Hyderabad && pickUpHourOfDay=LATENIGHT && sla=Scheduled && source=ios,yes,52.4,179.4,231.9,22.613
4,dayType=NORMAL_WEEKDAY && sla=Scheduled && zone=221 && zone_demand_popularity=POPULARITY_INDEX_2,yes,52.4,179.4,231.9,22.613
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_5,yes,52.4,179.4,231.9,22.613
4,dayType=WEEKEND && sla=Scheduled && source=ios && zone=219,yes,52.4,179.4,231.9,22.613
4,dayType=WEEKEND && estimated_usage_bins=GT_1_LTE_2_HOURS && sla=Scheduled && source=ios,both,80.4,276.1,356.5,22.549
4,booking_type=one_way_trip && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && zone_demand_popularity=POPULARITY_INDEX_4,both,108.1,371.8,479.9,22.530
4,booking_type=one_way_trip && city=Bangalore && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_4,both,87.4,300.6,388.0,22.523
4,booking_type=one_way_trip && city=Delhi NCR && dayType=NORMAL_WEEKDAY && sla=Scheduled,both,94.4,325.1,419.4,22.500
4,dayType=WEEKEND && pickUpHourOfDay=VERYLATE && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_1,both,132.8,457.9,590.7,22.485
4,city=Mumbai && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && zone_demand_popularity=POPULARITY_INDEX_3,yes,52.0,179.4,231.4,22.470
4,pickUpHourOfDay=VERYLATE && source=ios && zone=219 && zone_demand_popularity=POPULARITY_INDEX_1,yes,52.0,179.4,231.4,22.470
4,city=Delhi NCR && estimated_usage_bins=LTE_1_HOUR && sla=Scheduled && source=android,both,83.9,290.1,374.0,22.430
4,city=Bangalore && dayType=WEEKEND && pickUpHourOfDay=AFTERNOON && sla=Scheduled,both,97.9,339.0,436.9,22.400
4,city=Mumbai && dayType=WEEKEND && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_4,both,52.4,181.8,234.2,22.388
4,dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && source=android && zone_demand_popularity=POPULARITY_INDEX_4,both,68.3,237.1,305.4,22.360
4,booking_type=round_trip && estimated_usage_bins=GT_1_LTE_2_HOURS && source=android && zone_demand_popularity=POPULARITY_INDEX_5,yes,51.6,179.4,231.0,22.321
4,city=Mumbai && dayType=WEEKEND && pickUpHourOfDay=VERYLATE && source=android,yes,51.6,179.4,231.0,22.321
4,city=Hyderabad && sla=Scheduled && zone=141 && zone_demand_popularity=POPULARITY_INDEX_1,both,108.4,377.5,485.8,22.302
4,booking_type=one_way_trip && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && zone_demand_popularity=POPULARITY_INDEX_3,both,104.3,364.2,468.5,22.267
4,booking_type=one_way_trip && sla=Scheduled && source=ios && zone_demand_popularity=POPULARITY_INDEX_5,both,62.9,220.2,283.1,22.222
4,estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && sla=Scheduled && source=ios,both,195.7,685.1,880.8,22.222
4,booking_type=one_way_trip && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=MORNING && zone_demand_popularity=POPULARITY_INDEX_2,yes,51.2,179.4,230.6,22.206
4,city=Bangalore && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=EARLY && source=android,yes,51.2,179.4,230.6,22.206
4,city=Hyderabad && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && source=android,yes,51.2,179.4,230.6,22.206
4,estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=VERYLATE && source=ios && zone=219,yes,51.2,179.4,230.6,22.206
4,booking_type=one_way_trip && city=Bangalore && pickUpHourOfDay=EARLY && source=android,yes,51.1,179.4,230.5,22.172
4,booking_type=one_way_trip && city=Bangalore && zone=221 && zone_demand_popularity=POPULARITY_INDEX_2,yes,51.1,179.4,230.5,22.172
4,booking_type=one_way_trip && dayType=FRIDAY && pickUpHourOfDay=LATENIGHT && source=android,yes,51.1,179.4,230.5,22.172
4,booking_type=one_way_trip && pickUpHourOfDay=VERYLATE && source=ios && zone_demand_popularity=POPULARITY_INDEX_4,yes,51.1,179.4,230.5,22.172
4,booking_type=one_way_trip && city=Hyderabad && estimated_usage_bins=LTE_1_HOUR && source=android,both,98.6,347.1,445.8,22.128
4,booking_type=round_trip && dayType=WEEKEND && pickUpHourOfDay=AFTERNOON && sla=Scheduled,both,80.4,283.1,363.5,22.115
4,booking_type=one_way_trip && pickUpHourOfDay=VERYLATE && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_4,both,73.4,258.6,332.0,22.105
4,booking_type=one_way_trip && city=Hyderabad && sla=Scheduled && zone_demand_popularity=POPULARITY_INDEX_3,both,66.4,234.2,300.6,22.093
4,city=Bangalore && estimated_usage_bins=LTE_1_HOUR && pickUpHourOfDay=MORNING && sla=Scheduled,both,66.4,234.2,300.6,22.093
4,booking_type=one_way_trip && dayType=FRIDAY && sla=Scheduled && source=ios,both,125.8,443.9,569.7,22.086
4,pickUpHourOfDay=VERYLATE && sla=Scheduled && source=ios && zone_demand_popularity=POPULARITY_INDEX_1,both,104.9,370.5,475.3,22.059
4,booking_type=one_way_trip && dayType=WEEKEND && estimated_usage_bins=LTE_1_HOUR && source=android,both,269.4,952.2,1221.6,22.050
4,booking_type=round_trip && city=Mumbai && sla=Scheduled && source=android,both,90.9,321.6,412.4,22.034
