Level,frequent_itemset,count,support,lift,antecedent,consequent,confidence,conviction
2,B35 && E78,285.0,0.057000,1.114137,E78,B35,0.083115,1.009286
2,B35 && E78,285.0,0.057000,1.114137,B35,E78,0.764075,1.331780
2,B35 && Z00,251.0,0.050200,1.135159,Z00,B35,0.084683,1.011016
2,B35 && Z00,251.0,0.050200,1.135159,B35,Z00,0.672922,1.244964
2,B35 && Z87,256.0,0.051200,1.157381,Z87,B35,0.086341,1.012850
2,B35 && Z87,256.0,0.051200,1.157381,B35,Z87,0.686327,1.297530
2,D64 && E78,321.0,0.064200,1.076015,E78,D64,0.093613,1.007296
2,D64 && E78,321.0,0.064200,1.076015,D64,E78,0.737931,1.198921
2,D64 && I10,324.0,0.064800,1.268007,I10,D64,0.110317,1.026208
2,D64 && I10,324.0,0.064800,1.268007,D64,I10,0.744828,1.616946
2,D64 && Z86,281.0,0.056200,1.339645,Z86,D64,0.116549,1.033447
2,D64 && Z86,281.0,0.056200,1.339645,D64,Z86,0.645977,1.462617
2,D64 && Z87,315.0,0.063000,1.221143,Z87,D64,0.106239,1.021526
2,D64 && Z87,315.0,0.063000,1.221143,D64,Z87,0.724138,1.475375
2,E03 && E78,511.0,0.102200,1.087759,E78,E03,0.149023,1.014129
2,E03 && E78,511.0,0.102200,1.087759,E03,E78,0.745985,1.236937
2,E03 && I10,406.0,0.081200,1.009024,I10,E03,0.138236,1.001435
2,E03 && I10,406.0,0.081200,1.009024,E03,I10,0.592701,1.013014
2,E03 && MemberGender=F,520.0,0.104000,1.279710,MemberGender=F,E03,0.175320,1.046467
2,E03 && MemberGender=F,520.0,0.104000,1.279710,E03,MemberGender=F,0.759124,1.688836
2,E03 && Z00,420.0,0.084000,1.034310,Z00,E03,0.141700,1.005476
2,E03 && Z00,420.0,0.084000,1.034310,E03,Z00,0.613139,1.052574
2,E03 && Z68,368.0,0.073600,0.985736,Z68,E03,0.135046,0.997741
2,E03 && Z68,368.0,0.073600,0.985736,E03,Z68,0.537226,0.983202
2,E03 && Z86,389.0,0.077800,1.177692,Z86,E03,0.161344,1.029027
2,E03 && Z86,389.0,0.077800,1.177692,E03,Z86,0.567883,1.198287
2,E03 && Z87,437.0,0.087400,1.075811,Z87,E03,0.147386,1.012182
2,E03 && Z87,437.0,0.087400,1.075811,E03,Z87,0.637956,1.124173
2,E03 && ageGroup=greater_than_80,319.0,0.063800,1.369687,ageGroup=greater_than_80,E03,0.187647,1.062346
2,E03 && ageGroup=greater_than_80,319.0,0.063800,1.369687,E03,ageGroup=greater_than_80,0.465693,1.235246
2,E11 && E66,457.0,0.091400,1.251098,E66,E11,0.335044,1.101125
2,E11 && E66,457.0,0.091400,1.251098,E11,E66,0.341299,1.103992
2,E11 && E78,1134.0,0.226800,1.234909,E78,E11,0.330709,1.093993
2,E11 && E78,1134.0,0.226800,1.234909,E11,E78,0.846901,2.052262
2,E11 && I10,1017.0,0.203400,1.293024,I10,E11,0.346272,1.120037
2,E11 && I10,1017.0,0.203400,1.293024,E11,I10,0.759522,1.715750
2,E11 && I12,328.0,0.065600,1.795887,I12,E11,0.480938,1.410623
2,E11 && I12,328.0,0.065600,1.795887,E11,I12,0.244959,1.143779
2,E11 && I25,274.0,0.054800,1.491475,I25,E11,0.399417,1.219149
2,E11 && I25,274.0,0.054800,1.491475,E11,I25,0.204630,1.084779
2,E11 && I70,388.0,0.077600,1.167480,I70,E11,0.312651,1.065252
2,E11 && I70,388.0,0.077600,1.167480,E11,I70,0.289768,1.058528
2,E11 && K21,352.0,0.070400,1.170449,K21,E11,0.313446,1.066486
2,E11 && K21,352.0,0.070400,1.170449,E11,K21,0.262883,1.051936
2,E11 && MemberGender=F,761.0,0.152200,0.958083,MemberGender=F,E11,0.256575,0.984900
2,E11 && MemberGender=F,761.0,0.152200,0.958083,E11,MemberGender=F,0.568335,0.942397
2,E11 && MemberGender=M,578.0,0.115600,1.061124,MemberGender=M,E11,0.284169,1.022867
2,E11 && MemberGender=M,578.0,0.115600,1.061124,E11,MemberGender=M,0.431665,1.043751
2,E11 && N18,560.0,0.112000,1.815202,N18,E11,0.486111,1.424822
2,E11 && N18,560.0,0.112000,1.815202,E11,N18,0.418223,1.322843
2,E11 && Z00,728.0,0.145600,0.917155,Z00,E11,0.245614,0.970591
2,E11 && Z00,728.0,0.145600,0.917155,E11,Z00,0.543689,0.892374
2,E11 && Z68,730.0,0.146000,1.000336,Z68,E11,0.267890,1.000123
2,E11 && Z68,730.0,0.146000,1.000336,E11,Z68,0.545183,1.000402
2,E11 && Z79,716.0,0.143200,2.605884,Z79,E11,0.697856,2.423346
2,E11 && Z79,716.0,0.143200,2.605884,E11,Z79,0.534727,1.708246
2,E11 && Z82,351.0,0.070200,1.162981,Z82,E11,0.311446,1.063388
2,E11 && Z82,351.0,0.070200,1.162981,E11,Z82,0.262136,1.049787
2,E11 && Z83,409.0,0.081800,2.069457,Z83,E11,0.554201,1.642443
2,E11 && Z83,409.0,0.081800,2.069457,E11,Z83,0.305452,1.227273
2,E11 && Z86,665.0,0.133000,1.029945,Z86,E11,0.275819,1.011073
2,E11 && Z86,665.0,0.133000,1.029945,E11,Z86,0.496639,1.028686
2,E11 && Z87,817.0,0.163400,1.028932,Z87,E11,0.275548,1.010695
2,E11 && Z87,817.0,0.163400,1.028932,E11,Z87,0.610157,1.044010
2,E11 && ageGroup=between_70_and_75,347.0,0.069400,0.949958,ageGroup=between_70_and_75,E11,0.254399,0.982026
2,E11 && ageGroup=between_70_and_75,347.0,0.069400,0.949958,E11,ageGroup=between_70_and_75,0.259149,0.981573
2,E11 && ageGroup=between_75_and_80,279.0,0.055800,1.042865,ageGroup=between_75_and_80,E11,0.279279,1.015927
2,E11 && ageGroup=between_75_and_80,279.0,0.055800,1.042865,E11,ageGroup=between_75_and_80,0.208364,1.010819
2,E11 && ageGroup=greater_than_80,496.0,0.099200,1.089487,ageGroup=greater_than_80,E11,0.291765,1.033837
2,E11 && ageGroup=greater_than_80,496.0,0.099200,1.089487,E11,ageGroup=greater_than_80,0.370426,1.048327
2,E55 && E78,540.0,0.108000,1.054085,E78,E55,0.157480,1.009591
2,E55 && E78,540.0,0.108000,1.054085,E55,E78,0.722892,1.133852
2,E55 && I10,455.0,0.091000,1.036948,I10,E55,0.154920,1.006532
2,E55 && I10,455.0,0.091000,1.036948,E55,I10,0.609103,1.055521
2,E55 && MemberGender=F,472.0,0.094400,1.065173,MemberGender=F,E55,0.159137,1.011580
2,E55 && MemberGender=F,472.0,0.094400,1.065173,E55,MemberGender=F,0.631861,1.105017
2,E55 && MemberGender=M,275.0,0.055000,0.904964,MemberGender=M,E55,0.135202,0.983582
2,E55 && MemberGender=M,275.0,0.055000,0.904964,E55,MemberGender=M,0.368139,0.938814
2,E55 && Z00,505.0,0.101000,1.140414,Z00,E55,0.170378,1.025286
2,E55 && Z00,505.0,0.101000,1.140414,E55,Z00,0.676037,1.256936
2,E55 && Z68,465.0,0.093000,1.142183,Z68,E55,0.170642,1.025613
2,E55 && Z68,465.0,0.093000,1.142183,E55,Z68,0.622490,1.205266
2,E55 && Z86,427.0,0.085400,1.185441,Z86,E55,0.177105,1.033668
2,E55 && Z86,427.0,0.085400,1.185441,E55,Z86,0.571620,1.208739
2,E55 && Z87,502.0,0.100400,1.133257,Z87,E55,0.169309,1.023966
2,E55 && Z87,502.0,0.100400,1.133257,E55,Z87,0.672021,1.240935
2,E66 && E78,1062.0,0.212400,1.135305,E78,E66,0.309711,1.053472
2,E66 && E78,1062.0,0.212400,1.135305,E66,E78,0.778592,1.419102
2,E66 && G47,268.0,0.053600,1.325782,G47,E66,0.361673,1.139229
2,E66 && G47,268.0,0.053600,1.325782,E66,G47,0.196481,1.060087
2,E66 && I10,909.0,0.181800,1.134529,I10,E66,0.309499,1.053149
2,E66 && I10,909.0,0.181800,1.134529,E66,I10,0.666422,1.236893
2,E66 && I70,453.0,0.090600,1.338080,I70,E66,0.365028,1.145248
2,E66 && I70,453.0,0.090600,1.338080,E66,I70,0.332111,1.125637
2,E66 && K21,356.0,0.071200,1.162053,K21,E66,0.317008,1.064727
2,E66 && K21,356.0,0.071200,1.162053,E66,K21,0.260997,1.049252
2,E66 && M25,261.0,0.052200,1.191463,M25,E66,0.325031,1.077383
2,E66 && M25,261.0,0.052200,1.191463,E66,M25,0.191349,1.038025
2,E66 && M54,306.0,0.061200,1.289311,M54,E66,0.351724,1.121745
2,E66 && M54,306.0,0.061200,1.289311,E66,M54,0.224340,1.064900
2,E66 && MemberGender=F,763.0,0.152600,0.942994,MemberGender=F,E66,0.257249,0.979063
2,E66 && MemberGender=F,763.0,0.152600,0.942994,E66,MemberGender=F,0.559384,0.923253
2,E66 && MemberGender=M,601.0,0.120200,1.083126,MemberGender=M,E66,0.295477,1.032188
2,E66 && MemberGender=M,601.0,0.120200,1.083126,E66,MemberGender=M,0.440616,1.060452
2,E66 && N18,390.0,0.078000,1.240989,N18,E66,0.338542,1.099389
2,E66 && N18,390.0,0.078000,1.240989,E66,N18,0.285924,1.077756
2,E66 && R73,373.0,0.074600,1.286267,R73,E66,0.350894,1.120310
2,E66 && R73,373.0,0.074600,1.286267,E66,R73,0.273460,1.083768
2,E66 && Z00,1061.0,0.212200,1.312178,Z00,E66,0.357962,1.132644
2,E66 && Z00,1061.0,0.212200,1.312178,E66,Z00,0.777859,1.833072
2,E66 && Z68,1276.0,0.255200,1.716484,Z68,E66,0.468257,1.367578
2,E66 && Z68,1276.0,0.255200,1.716484,E66,Z68,0.935484,7.052500
2,E66 && Z72,331.0,0.066200,1.226838,Z72,E66,0.334681,1.093010
2,E66 && Z72,331.0,0.066200,1.226838,E66,Z72,0.242669,1.059246
2,E66 && Z79,339.0,0.067800,1.211178,Z79,E66,0.330409,1.086037
2,E66 && Z79,339.0,0.067800,1.211178,E66,Z79,0.248534,1.057666
2,E66 && Z82,420.0,0.084000,1.366095,Z82,E66,0.372671,1.159200
2,E66 && Z82,420.0,0.084000,1.366095,E66,Z82,0.307918,1.119231
2,E66 && Z83,300.0,0.060000,1.490118,Z83,E66,0.406504,1.225282
2,E66 && Z83,300.0,0.060000,1.490118,E66,Z83,0.219941,1.092738
2,E66 && Z86,749.0,0.149800,1.138781,Z86,E66,0.310659,1.054921
2,E66 && Z86,749.0,0.149800,1.138781,E66,Z86,0.549120,1.148421
2,E66 && Z87,885.0,0.177000,1.094143,Z87,E66,0.298482,1.036610
2,E66 && Z87,885.0,0.177000,1.094143,E66,Z87,0.648827,1.158973
2,E66 && ageGroup=between_70_and_75,397.0,0.079400,1.066920,ageGroup=between_70_and_75,E66,0.291056,1.025751
2,E66 && ageGroup=between_70_and_75,397.0,0.079400,1.066920,E66,ageGroup=between_70_and_75,0.291056,1.025751
2,E66 && ageGroup=between_75_and_80,298.0,0.059600,1.093469,ageGroup=between_75_and_80,E66,0.298298,1.036338
2,E66 && ageGroup=between_75_and_80,298.0,0.059600,1.093469,E66,ageGroup=between_75_and_80,0.218475,1.023896
2,E66 && ageGroup=greater_than_80,367.0,0.073400,0.791358,ageGroup=greater_than_80,E66,0.215882,0.927412
2,E66 && ageGroup=greater_than_80,367.0,0.073400,0.791358,E66,ageGroup=greater_than_80,0.269062,0.902949
2,E78 && E87,293.0,0.058600,1.103975,E87,E78,0.757106,1.293568
2,E78 && E87,293.0,0.058600,1.103975,E78,E87,0.085448,1.008800
2,E78 && F32,466.0,0.093200,1.060060,F32,E78,0.726989,1.150870
2,E78 && F32,466.0,0.093200,1.060060,E78,F32,0.135900,1.008911
2,E78 && F41,368.0,0.073600,1.022094,F41,E78,0.700952,1.050669
2,E78 && F41,368.0,0.073600,1.022094,E78,F41,0.107320,1.002599
2,E78 && G47,561.0,0.112200,1.103944,G47,E78,0.757085,1.293457
2,E78 && G47,561.0,0.112200,1.103944,E78,G47,0.163605,1.018418
2,E78 && H40,284.0,0.056800,1.059117,H40,E78,0.726343,1.148151
2,E78 && H40,284.0,0.056800,1.059117,E78,H40,0.082823,1.005040
2,E78 && I10,2267.0,0.453400,1.125512,I10,E78,0.771876,1.377321
2,E78 && I10,2267.0,0.453400,1.125512,E78,I10,0.661126,1.217561
2,E78 && I12,552.0,0.110400,1.180204,I12,E78,0.809384,1.648342
2,E78 && I12,552.0,0.110400,1.180204,E78,I12,0.160980,1.029296
2,E78 && I25,601.0,0.120200,1.277476,I25,E78,0.876093,2.535779
2,E78 && I25,601.0,0.120200,1.277476,E78,I25,0.175270,1.046160
2,E78 && I48,378.0,0.075600,1.028323,I48,E78,0.705224,1.065894
2,E78 && I48,378.0,0.075600,1.028323,E78,I48,0.110236,1.003412
2,E78 && I50,329.0,0.065800,1.100302,I50,E78,0.754587,1.280292
2,E78 && I50,329.0,0.065800,1.100302,E78,I50,0.095946,1.009675
2,E78 && I70,1012.0,0.202400,1.189080,I70,E78,0.815471,1.702717
2,E78 && I70,1012.0,0.202400,1.189080,E78,I70,0.295130,1.066579
2,E78 && I73,506.0,0.101200,1.096322,I73,E78,0.751857,1.266207
2,E78 && I73,506.0,0.101200,1.096322,E78,I73,0.147565,1.015209
2,E78 && I77,337.0,0.067400,1.181243,I77,E78,0.810096,1.654522
2,E78 && I77,337.0,0.067400,1.181243,E78,I77,0.098279,1.016723
2,E78 && J30,425.0,0.085000,1.128805,J30,E78,0.774135,1.391095
2,E78 && J30,425.0,0.085000,1.128805,E78,J30,0.123943,1.016144
2,E78 && J44,273.0,0.054600,1.047566,J44,E78,0.718421,1.115850
2,E78 && J44,273.0,0.054600,1.047566,E78,J44,0.079615,1.003928
2,E78 && J45,371.0,0.074200,1.079789,J45,E78,0.740519,1.210878
2,E78 && J45,371.0,0.074200,1.079789,E78,J45,0.108195,1.008965
2,E78 && K21,856.0,0.171200,1.111467,K21,E78,0.762244,1.321523
2,E78 && K21,856.0,0.171200,1.111467,E78,K21,0.249635,1.033364
2,E78 && K59,251.0,0.050200,1.109079,K59,E78,0.760606,1.312481
2,E78 && K59,251.0,0.050200,1.109079,E78,K59,0.073199,1.007768
2,E78 && M17,410.0,0.082000,1.100998,M17,E78,0.755064,1.282786
2,E78 && M17,410.0,0.082000,1.100998,E78,M17,0.119568,1.012458
2,E78 && M19,492.0,0.098400,1.078813,M19,E78,0.739850,1.207763
2,E78 && M19,492.0,0.098400,1.078813,E78,M19,0.143482,1.012238
2,E78 && M25,579.0,0.115800,1.051394,M25,E78,0.721046,1.126351
2,E78 && M25,579.0,0.115800,1.051394,E78,M25,0.168854,1.009931
2,E78 && M54,628.0,0.125600,1.052550,M54,E78,0.721839,1.129562
2,E78 && M54,628.0,0.125600,1.052550,E78,M54,0.183144,1.011194
2,E78 && M79,374.0,0.074800,1.099493,M79,E78,0.754032,1.277403
2,E78 && M79,374.0,0.074800,1.099493,E78,M79,0.109070,1.011078
2,E78 && M81,594.0,0.118800,1.051143,M81,E78,0.720874,1.125656
2,E78 && M81,594.0,0.118800,1.051143,E78,M81,0.173228,1.010194
2,E78 && M85,454.0,0.090800,1.122035,M85,E78,0.769492,1.363074
2,E78 && M85,454.0,0.090800,1.122035,E78,M85,0.132400,1.016598
2,E78 && MemberGender=F,2013.0,0.402600,0.989635,MemberGender=F,E78,0.678692,0.977877
2,E78 && MemberGender=F,2013.0,0.402600,0.989635,E78,MemberGender=F,0.587052,0.985111
2,E78 && MemberGender=M,1416.0,0.283200,1.015114,MemberGender=M,E78,0.696165,1.034115
2,E78 && MemberGender=M,1416.0,0.283200,1.015114,E78,MemberGender=M,0.412948,1.010473
2,E78 && N18,918.0,0.183600,1.161964,N18,E78,0.796875,1.546831
2,E78 && N18,918.0,0.183600,1.161964,E78,N18,0.267717,1.050959
2,E78 && N39,308.0,0.061600,1.103466,N39,E78,0.756757,1.291711
2,E78 && N39,308.0,0.061600,1.103466,E78,N39,0.089822,1.009253
2,E78 && N40,445.0,0.089000,1.097931,N40,E78,0.752961,1.271864
2,E78 && N40,445.0,0.089000,1.097931,E78,N40,0.129775,1.013302
2,E78 && R73,848.0,0.169600,1.163229,R73,E78,0.797742,1.553463
2,E78 && R73,848.0,0.169600,1.163229,E78,R73,0.247302,1.046104
2,E78 && Z00,2230.0,0.446000,1.097057,Z00,E78,0.752362,1.268786
2,E78 && Z00,2230.0,0.446000,1.097057,E78,Z00,0.650335,1.164544
2,E78 && Z01,260.0,0.052000,1.098896,Z01,E78,0.753623,1.275282
2,E78 && Z01,260.0,0.052000,1.098896,E78,Z01,0.075824,1.007384
2,E78 && Z12,370.0,0.074000,1.045573,Z12,E78,0.717054,1.110460
2,E78 && Z12,370.0,0.074000,1.045573,E78,Z12,0.107903,1.005272
2,E78 && Z13,367.0,0.073400,1.074581,Z13,E78,0.736948,1.194440
2,E78 && Z13,367.0,0.073400,1.074581,E78,Z13,0.107028,1.008319
2,E78 && Z23,371.0,0.074200,1.106286,Z23,E78,0.758691,1.302066
2,E78 && Z23,371.0,0.074200,1.106286,E78,Z23,0.108195,1.011656
2,E78 && Z60,507.0,0.101400,1.096858,Z60,E78,0.752226,1.268089
2,E78 && Z60,507.0,0.101400,1.096858,E78,Z60,0.147857,1.015322
2,E78 && Z63,405.0,0.081000,1.073729,Z63,E78,0.736364,1.191793
2,E78 && Z63,405.0,0.081000,1.073729,E78,Z63,0.118110,1.009196
2,E78 && Z68,2044.0,0.408800,1.093747,Z68,E78,0.750092,1.257261
2,E78 && Z68,2044.0,0.408800,1.093747,E78,Z68,0.596092,1.126495
2,E78 && Z72,730.0,0.146000,1.076289,Z72,E78,0.738119,1.199783
2,E78 && Z72,730.0,0.146000,1.076289,E78,Z72,0.212890,1.019171
2,E78 && Z78,359.0,0.071800,1.079332,Z78,E78,0.740206,1.209421
2,E78 && Z78,359.0,0.071800,1.079332,E78,Z78,0.104695,1.008595
2,E78 && Z79,822.0,0.164400,1.168226,Z79,E78,0.801170,1.580241
2,E78 && Z79,822.0,0.164400,1.168226,E78,Z79,0.239720,1.045404
2,E78 && Z82,902.0,0.180400,1.167038,Z82,E78,0.800355,1.573793
2,E78 && Z82,902.0,0.180400,1.167038,E78,Z82,0.263050,1.051090
2,E78 && Z83,632.0,0.126400,1.248715,Z83,E78,0.856369,2.187543
2,E78 && Z83,632.0,0.126400,1.248715,E78,Z83,0.184310,1.045005
2,E78 && Z85,512.0,0.102400,1.041246,Z85,E78,0.714086,1.098934
2,E78 && Z85,512.0,0.102400,1.041246,E78,Z85,0.149315,1.006953
2,E78 && Z86,1833.0,0.366600,1.108582,Z86,E78,0.760265,1.310616
2,E78 && Z86,1833.0,0.366600,1.108582,E78,Z86,0.534558,1.112491
2,E78 && Z87,2211.0,0.442200,1.087343,Z87,E78,0.745700,1.235548
2,E78 && Z87,2211.0,0.442200,1.087343,E78,Z87,0.644794,1.145815
2,E78 && Z90,328.0,0.065600,1.074772,Z90,E78,0.737079,1.195034
2,E78 && Z90,328.0,0.065600,1.074772,E78,Z90,0.095655,1.007359
2,E78 && Z96,258.0,0.051600,1.103235,Z96,E78,0.756598,1.290870
2,E78 && Z96,258.0,0.051600,1.103235,E78,Z96,0.075241,1.007613
2,E78 && Z98,436.0,0.087200,1.133251,Z98,E78,0.777184,1.410130
2,E78 && Z98,436.0,0.087200,1.133251,E78,Z98,0.127151,1.017129
2,E78 && ageGroup=between_65_and_70,406.0,0.081200,0.907990,ageGroup=between_65_and_70,E78,0.622699,0.832758
2,E78 && ageGroup=between_65_and_70,406.0,0.081200,0.907990,E78,ageGroup=between_65_and_70,0.118402,0.986390
2,E78 && ageGroup=between_70_and_75,959.0,0.191800,1.025196,ageGroup=between_70_and_75,E78,0.703079,1.058195
2,E78 && ageGroup=between_70_and_75,959.0,0.191800,1.025196,E78,ageGroup=between_70_and_75,0.279673,1.009542
2,E78 && ageGroup=between_75_and_80,721.0,0.144200,1.052379,ageGroup=between_75_and_80,E78,0.721722,1.129086
2,E78 && ageGroup=between_75_and_80,721.0,0.144200,1.052379,E78,ageGroup=between_75_and_80,0.210265,1.013252
2,E78 && ageGroup=greater_than_80,1203.0,0.240600,1.031856,ageGroup=greater_than_80,E78,0.707647,1.074728
2,E78 && ageGroup=greater_than_80,1203.0,0.240600,1.031856,E78,ageGroup=greater_than_80,0.350831,1.016685
2,E87 && I10,303.0,0.060600,1.332900,I10,E87,0.103166,1.028731
2,E87 && I10,303.0,0.060600,1.332900,E87,I10,0.782946,1.900907
2,E87 && Z87,282.0,0.056400,1.228806,Z87,E87,0.095110,1.019571
2,E87 && Z87,282.0,0.056400,1.228806,E87,Z87,0.728682,1.500086
2,F32 && I10,428.0,0.085600,1.136716,I10,F32,0.145727,1.020517
2,F32 && I10,428.0,0.085600,1.136716,F32,I10,0.667707,1.241674
2,F32 && MemberGender=F,424.0,0.084800,1.115082,MemberGender=F,F32,0.142953,1.017214
2,F32 && MemberGender=F,424.0,0.084800,1.115082,F32,MemberGender=F,0.661466,1.201653
2,F32 && Z00,381.0,0.076200,1.002672,Z00,F32,0.128543,1.000393
2,F32 && Z00,381.0,0.076200,1.002672,F32,Z00,0.594384,1.003905
2,F32 && Z68,340.0,0.068000,0.973250,Z68,F32,0.124771,0.996082
2,F32 && Z68,340.0,0.068000,0.973250,F32,Z68,0.530421,0.968953
2,F32 && Z86,399.0,0.079800,1.290885,Z86,F32,0.165491,1.044687
2,F32 && Z86,399.0,0.079800,1.290885,F32,Z86,0.622465,1.371528
2,F32 && Z87,454.0,0.090800,1.194382,Z87,F32,0.153120,1.029425
2,F32 && Z87,454.0,0.090800,1.194382,F32,Z87,0.708268,1.395118
2,F41 && I10,330.0,0.066000,1.070091,I10,F41,0.112360,1.008291
2,F41 && I10,330.0,0.066000,1.070091,F41,I10,0.628571,1.110846
2,F41 && MemberGender=F,355.0,0.071000,1.139903,MemberGender=F,F41,0.119690,1.016687
2,F41 && MemberGender=F,355.0,0.071000,1.139903,F41,MemberGender=F,0.676190,1.256294
2,F41 && Z00,334.0,0.066800,1.073196,Z00,F41,0.112686,1.008662
2,F41 && Z00,334.0,0.066800,1.073196,F41,Z00,0.636190,1.119267
2,F41 && Z68,304.0,0.060800,1.062473,Z68,F41,0.111560,1.007383
2,F41 && Z68,304.0,0.060800,1.062473,F41,Z68,0.579048,1.080882
2,F41 && Z86,337.0,0.067400,1.331200,Z86,F41,0.139776,1.040427
2,F41 && Z86,337.0,0.067400,1.331200,F41,Z86,0.641905,1.445984
2,F41 && Z87,380.0,0.076000,1.220589,Z87,F41,0.128162,1.026567
2,F41 && Z87,380.0,0.076000,1.220589,F41,Z87,0.723810,1.473621
2,G47 && I10,469.0,0.093800,1.077508,I10,G47,0.159687,1.013670
2,G47 && I10,469.0,0.093800,1.077508,G47,I10,0.632928,1.124032
2,G47 && K21,253.0,0.050600,1.520171,K21,G47,0.225289,1.099507
2,G47 && K21,253.0,0.050600,1.520171,G47,K21,0.341430,1.177400
2,G47 && MemberGender=F,395.0,0.079000,0.898623,MemberGender=F,G47,0.133176,0.982668
2,G47 && MemberGender=F,395.0,0.079000,0.898623,G47,MemberGender=F,0.533063,0.871210
2,G47 && MemberGender=M,346.0,0.069200,1.147828,MemberGender=M,G47,0.170108,1.026399
2,G47 && MemberGender=M,346.0,0.069200,1.147828,G47,MemberGender=M,0.466937,1.112813
2,G47 && Z00,500.0,0.100000,1.138266,Z00,G47,0.168691,1.024649
2,G47 && Z00,500.0,0.100000,1.138266,G47,Z00,0.674764,1.252013
2,G47 && Z68,448.0,0.089600,1.109337,Z68,G47,0.164404,1.019392
2,G47 && Z68,448.0,0.089600,1.109337,G47,Z68,0.604588,1.150700
2,G47 && Z86,438.0,0.087600,1.225826,Z86,G47,0.181667,1.040897
2,G47 && Z86,438.0,0.087600,1.225826,G47,Z86,0.591093,1.266303
2,G47 && Z87,522.0,0.104400,1.187948,Z87,G47,0.176054,1.033806
2,G47 && Z87,522.0,0.104400,1.187948,G47,Z87,0.704453,1.377110
2,H40 && I10,258.0,0.051600,1.123334,I10,H40,0.087845,1.010574
2,H40 && I10,258.0,0.051600,1.123334,H40,I10,0.659847,1.212982
2,H40 && Z00,269.0,0.053800,1.160559,Z00,H40,0.090756,1.013809
2,H40 && Z00,269.0,0.053800,1.160559,H40,Z00,0.687980,1.305043
2,H40 && Z87,259.0,0.051800,1.117039,Z87,H40,0.087352,1.010028
2,H40 && Z87,259.0,0.051800,1.117039,H40,Z87,0.662404,1.205583
2,I10 && I12,411.0,0.082200,1.025944,I12,I10,0.602639,1.038351
2,I10 && I12,411.0,0.082200,1.025944,I10,I12,0.139939,1.004114
2,I10 && I25,505.0,0.101000,1.253237,I25,I10,0.736152,1.563777
2,I10 && I25,505.0,0.101000,1.253237,I10,I25,0.171944,1.041959
2,I10 && I48,367.0,0.073400,1.165648,I48,I10,0.684701,1.308601
2,I10 && I48,367.0,0.073400,1.165648,I10,I48,0.124957,1.020293
2,I10 && I50,259.0,0.051800,1.011298,I50,I10,0.594037,1.016348
2,I10 && I50,259.0,0.051800,1.011298,I10,I50,0.088185,1.001081
2,I10 && I70,862.0,0.172400,1.182501,I70,I10,0.694601,1.351020
2,I10 && I70,862.0,0.172400,1.182501,I10,I70,0.293497,1.064114
2,I10 && I73,449.0,0.089800,1.135788,I73,I10,0.667162,1.239642
2,I10 && I73,449.0,0.089800,1.135788,I10,I73,0.152877,1.021575
2,I10 && I77,298.0,0.059600,1.219520,I77,I10,0.716346,1.454590
2,I10 && I77,298.0,0.059600,1.219520,I10,I77,0.101464,1.020326
2,I10 && J30,336.0,0.067200,1.041917,J30,I10,0.612022,1.063462
2,I10 && J30,336.0,0.067200,1.041917,I10,J30,0.114402,1.005197
2,I10 && J45,346.0,0.069200,1.175721,J45,I10,0.690619,1.333630
2,I10 && J45,346.0,0.069200,1.175721,I10,J45,0.117807,1.019959
2,I10 && K21,735.0,0.147000,1.114227,K21,I10,0.654497,1.194201
2,I10 && K21,735.0,0.147000,1.114227,I10,K21,0.250255,1.034219
2,I10 && M17,372.0,0.074400,1.166297,M17,I10,0.685083,1.310186
2,I10 && M17,372.0,0.074400,1.166297,I10,M17,0.126660,1.020679
2,I10 && M19,438.0,0.087600,1.121291,M19,I10,0.658647,1.208718
2,I10 && M19,438.0,0.087600,1.121291,I10,M19,0.149132,1.018959
2,I10 && M25,478.0,0.095600,1.013394,M25,I10,0.595268,1.019439
2,I10 && M25,478.0,0.095600,1.013394,I10,M25,0.162751,1.002569
2,I10 && M54,550.0,0.110000,1.076241,M54,I10,0.632184,1.121756
2,I10 && M54,550.0,0.110000,1.076241,I10,M54,0.187266,1.016323
2,I10 && M79,292.0,0.058400,1.002230,M79,I10,0.588710,1.003184
2,I10 && M79,292.0,0.058400,1.002230,I10,M79,0.099421,1.000246
2,I10 && M81,466.0,0.093200,0.962775,M81,I10,0.565534,0.949672
2,I10 && M81,466.0,0.093200,0.962775,I10,M81,0.158665,0.992708
2,I10 && M85,359.0,0.071800,1.035878,M85,I10,0.608475,1.053827
2,I10 && M85,359.0,0.071800,1.035878,I10,M85,0.122234,1.004823
2,I10 && MemberGender=F,1735.0,0.347000,0.995851,MemberGender=F,I10,0.584963,0.994128
2,I10 && MemberGender=F,1735.0,0.347000,0.995851,I10,MemberGender=F,0.590739,0.993986
2,I10 && MemberGender=M,1202.0,0.240400,1.006050,MemberGender=M,I10,0.590954,1.008688
2,I10 && MemberGender=M,1202.0,0.240400,1.006050,I10,MemberGender=M,0.409261,1.004166
2,I10 && N18,657.0,0.131400,0.970910,N18,I10,0.570312,0.960233
2,I10 && N18,657.0,0.131400,0.970910,I10,N18,0.223698,0.991366
2,I10 && N39,290.0,0.058000,1.213025,N39,I10,0.712531,1.435284
2,I10 && N39,290.0,0.058000,1.213025,I10,N39,0.098740,1.019240
2,I10 && N40,380.0,0.076000,1.094617,N40,I10,0.642978,1.155671
